Conference,Year,Name,Institution,Countries
ccgrid,2018,Rizos Sakellariou,University of Manchester,United Kingdom
ccgrid,2018,Uwe Schwiegelshohn,TU Dortmund University,Germany
ccgrid,2018,Oliver Sinnen,University of Auckland,New Zealand
ccgrid,2018,Rafael Ferreira Da Silva,USC Information Sciences Institute,United States
ccgrid,2018,Warren Smith,University of Texas,United States
ccgrid,2018,Douglas Thain,University of Notre Dame,United States
ccgrid,2018,Denis Trystram,Univ. Grenoble Alpes,France
ccgrid,2018,Jon Weissman,U Minnesota,United States
ccgrid,2018,Chase Wu,New Jersey Institute of Technology,United States
ccgrid,2018,Ramin Yahyapour,GWDG – University of Göttingen,Germany
ccgrid,2018,Wei Zheng,Xiamen University,China
ccgrid,2018,Hong Jiang,University of Texas at Arlington,United States
ccgrid,2018,Ahmed Amer,Santa Clara University,United States
ccgrid,2018,John Bent,DDN,United States
ccgrid,2018,André Brinkmann,University of Mainz,Germany
ccgrid,2018,Qiang Cao,Huazong University of Science and Technology,China
ccgrid,2018,Yong Chen,Texas State University,United States
ccgrid,2018,Toni Cortes,Barcelona Supercomputing Center,Spain
ccgrid,2018,Rong Ge,Clemson University,United States
ccgrid,2018,Xubin He,Temple University,United States
ccgrid,2018,Yu Hua,Huazong University of Science and Technology,China
ccgrid,2018,Song Jiang,University of Texas at Arlington,United States
ccgrid,2018,Patrick Lee,Chinese University of Hong Kong,Hong Kong
ccgrid,2018,Qing Liu,New Jersey Institute of Technology,United States
ccgrid,2018,Hao Luo,Twitter Inc.,United States
ccgrid,2018,Xiaosong Ma,Qatar Computing Research Institute,Qatar
ccgrid,2018,Bo Mao,Xiamen University,China
ccgrid,2018,Maria S. Perez,Universidad Politécnica de Madrid,Spain
ccgrid,2018,Xiao Qin,Auburn University,United States
ccgrid,2018,Philip Shilane,Dell EMC,United States
ccgrid,2018,Jiwu Shu,Tsinghua University,China
ccgrid,2018,Yujuan Tan,Chongqing University,China
ccgrid,2018,Lei Tian,Tintri,United States
ccgrid,2018,Peter Varman,Rice University,United States
ccgrid,2018,Qingsong Wei,Data Storage Institute,Singapore
ccgrid,2018,Matthew Wolf,Oak Ridge National Laboratory,United States
ccgrid,2018,Weijun Xiao,Virginia Commonwealth University,United States
ccgrid,2018,Weikuan Yu,Florida State University,United States
ccgrid,2018,Jishen Zhao,"University of California, Santa Cruz",United States
ccgrid,2018,Ming Zhao,Arizona State University,United States
ccgrid,2018,Yifeng Zhu,University of Maine,United States
ccgrid,2019,Jing Gong,KTH Royal Institute of Technology,Sweden
ccgrid,2019,Lin Gan,Tsinghua University,China
ccgrid,2019,Kornilios Kourtis,IBM,United States
ccgrid,2019,Alexey Svyatkovskiy,Princeton University,United States
ccgrid,2019,Yi-Chao Wang,Shanghai Jiao Tong University,China
ccgrid,2019,Jedrzej Rybicki,Forschunszentrum Juelich Gmbh,Germany
ccgrid,2019,Long Cheng,University College Dublin,Ireland
ccgrid,2019,Jianhui Li,"Computer Network Information Center, Chinese Academy of Sciences",China
ccgrid,2019,Adrian Jackson,The University of Edinburgh,United Kingdom
ccgrid,2019,Scott Klasky,Oak Ridge National Laboratory,United States
ccgrid,2019,Ian Cosden,Princeton University,United States
ccgrid,2019,Curt Hillegas,Princeton University,United States
ccgrid,2019,Katerina Antypas,NERSC Lawrence Berkeley National Lab,United States
ccgrid,2019,Pat Martin,Queen's University,Canada
ccgrid,2019,Erlin Yao,"ICT, CAS",China
ccgrid,2019,Vladimir Voevodin,RCC MSU,Russian Federation
ccgrid,2019,Gregory Bauer,University of Illinois at Urbana-Champaign,United States
ccgrid,2019,John Liagouris,ETH,Switzerland
ccgrid,2019,William M. Tang,Princeton University,United States
ccgrid,2019,Massimo Quadrana,Politecnico di Milano,Italy
ccgrid,2019,Nicolas Kourtellis,Telefonica Research,Spain
ccgrid,2019,Alexandra Carpen-Amarie,Fraunhofer,Germany
ccgrid,2019,Rolando Martins,University of Porto,Portugal
ccgrid,2019,Ryan E. Grant,Sandia National Laboratories,United States
ccgrid,2019,Abhinav Vishnu,Pacific Northwest National Laboratory,United States
ccgrid,2019,Bruno Schulze,LNCC,Brazil
ccgrid,2019,Sven-Arne Reinemo,Simula Research Laboratory,Norway
ccgrid,2019,Dongyoon Lee,Virginia Tech,United States
ccgrid,2019,Taylor Groves,Lawrence Berkeley National Laboratory,United States
ccgrid,2019,Javier Garcia Blas,Carlos III University,Spain
ccgrid,2019,Richard Graham,Mellanox Technologies,United States
ccgrid,2019,Frederic Suter,CC IN2P3 / CNRS,France
ccgrid,2019,Abdel-Hameed Badawy,New Mexico State University,United States
ccgrid,2019,Federico Silla,Universitat Politècnica de València,Spain
ccgrid,2019,Tian Guo,Worcester Polytechnic Institute,United States
ccgrid,2019,Huiyang Zhou,NC State University,United States
ccgrid,2019,Michihiro Koibuchi,National Institute of Informatics,Japan
ccgrid,2019,James Dinan,Intel,United States
ccgrid,2019,Felix Freitag,Universitat Politècnica de Catalunya,Spain
ccgrid,2019,Hatem Ltaief,KAUST,Saudi Arabia
ccgrid,2019,Jiayuan Meng,Argonne National Lab,United States
ccgrid,2019,Guillaume Mercier,ENSEIRB/INRIA,France
ccgrid,2019,Rajkumar Buyya,The University of Melbourne,Australia
ccgrid,2019,Suren Byna,Lawrence Berkeley National Laboratory,United States
ccgrid,2019,Lydia Chen,Delft University of Technology,Netherlands
ccgrid,2019,Alexandru Costan,INSA Rennes,France
ccgrid,2019,Marilia Curado,University of Coimbra,Italy
ccgrid,2019,Giuseppe Di Modica,University of Catania,Italy
ccgrid,2019,Matthieu Dorier,Argonne National Laboratory,United States
ccgrid,2019,Georgios Goumas,National Technical University of Athens,Greece
ccgrid,2019,Bingsheng He,National University of Singapore,Singapore
ccgrid,2019,Hai Jin,Huazhong University of Science and Technology,China
ccgrid,2019,Thomas Lambert,Inria,France
ccgrid,2019,Adrien Lebre,IMT-Atlantique,France
ccgrid,2019,Suzanne McIntosh,New York University - Courant Institute of Mathematical Sciences,United States
ccgrid,2019,Sharad Mehrotra,"University of California, Irvine",United States
ccgrid,2019,Sébastien Monnet,University Savoie Mont Blanc,France
ccgrid,2019,Anastassios Nanos,OnApp Ltd.,United Kingdom
ccgrid,2019,Christian Perez,Inria,France
ccgrid,2019,Guillaume Pierre,IRISA / Université de Rennes 1,France
ccgrid,2019,Ioan Raicu,Illinois Institute of Technology,United States
ccgrid,2019,Michael Schoettner,Heinrich-Heine University Duesseldorf,Germany
ccgrid,2019,Domenico Talia,University of Calabria,Italy
ccgrid,2019,Osamu Tatebe,University of Tsukuba,Japan
ccgrid,2019,Isaac Triguero,University of Nottingham,United Kingdom
ccgrid,2019,Hong-Ling Truong,Vienna University of Technology,Austria
ccgrid,2019,Song Wu,Huazhong University of Science and Technology,China
ccgrid,2019,Orcun Yildiz,Argonne National Laboratory,United States
ccgrid,2019,Long Zhao,University of Science and Technology of China,China
ccgrid,2019,Amelie Chi Zhou,Shenzhen University,China
ccgrid,2019,Shinobu Miwa,The University of Electro-Communications,Japan
ccgrid,2019,Eitan Zahavi,Mellanox Technologies,United States
ccgrid,2019,Léo Grange,IRIT / University of Toulouse,France
ccgrid,2019,Patricia Stolf,"IRIT, Université de Toulouse",France
ccgrid,2019,Vladimir Vlassov,"Royal Institute of Technology (KTH), School for Information and Communication Technology",Sweden
ccgrid,2019,Paul Renaud-Goud,"IRIT, Université de Toulouse",France
ccgrid,2019,Nectarios Koziris,National Technical University of Athens,Greece
ccgrid,2019,Beniamino Di Martino,"University of Campania ""Luigi Vanvitelli""",Italy
ccgrid,2019,Harald Kornmayer,DHBW Mannheim,Germany
ccgrid,2019,Shrisha Rao,International Institute of Information Technology - Bangalore,India
ccgrid,2019,Zhiyi Huang,University of Otago,New Zealand
ccgrid,2019,Rong Ge,Clemson University,United States
ccgrid,2019,Jean-Marc Pierson,"IRIT, Université de Toulouse",France
ccgrid,2019,Olivier Richard,LIG Laboratory Grenoble,France
ccgrid,2019,Avi Mendelson,Technion,Israel
ccgrid,2019,Zhiling Lan,Illinois Institute of Technology,United States
ccgrid,2019,Sebastien Lafond,Åbo Akademi University,Finland
ccgrid,2019,Vatche Ishakian,"Bentley University, Computer Information Systems Department",United States
ccgrid,2019,Robert Ricci,University of Utah,United States
ccgrid,2019,Marian Bubak,AGH Krakow PL and University of Amsterdam NL,Poland
ccgrid,2019,Ariel Oleksiak,Poznan Supercomputing and Networking Center,Poland
ccgrid,2019,Jesus Escudero-Sahuquillo,University of Castilla-La Mancha,Spain
ccgrid,2019,Nikolaos Chrysos,Foundation For Research & Technology - Hellas (FORTH),Greece
ccgrid,2019,Gianni Antichi,University of Cambridge,United Kingdom
ccgrid,2019,Holger Fröning,University of Heidelberg,Germany
ccgrid,2019,Soeren Sonntag,Intel,United States
ccgrid,2019,Pedro Javier Garcia,Universidad de Castilla-La Mancha,Spain
ccgrid,2019,Hubertus Franke,IBM,United States
ccgrid,2019,Robert Birke,ABB Research,
ccgrid,2019,Andreea Simona Anghel,IBM Research - Zurich Research Laboratory,Switzerland
ccgrid,2019,John Carter,IBM,United States
ccgrid,2019,Min Si,Argonne National Laboratory,United States
ccgrid,2019,Marco Chiesa,Universite catholique de Louvain,Belgium
ccgrid,2019,Balazs Gerofi,The University of Tokyo,Japan
ccgrid,2019,John Thomson,OnApp,United Kingdom
ccgrid,2019,Jonathan Eastep,Intel,United States
ccgrid,2019,Warren Smith,"The Weather Company, an IBM Business",United States
ccgrid,2019,Sameer Shende,University of Oregon,United States
ccgrid,2019,Shangguang Wang,Beijing University of Posts and Telecommunications,China
ccgrid,2019,Young Choon Lee,Macquarie University,Australia
ccgrid,2019,Alexandru Uta,Vrije Universiteit Amsterdam,Netherlands
ccgrid,2019,Marc Perache,"CEA,DAM,DIF",France
ccgrid,2019,Bogdan Ghit,Databricks,United States
ccgrid,2019,Xing Liu,IBM,United States
ccgrid,2019,Lauren Smith,US Department of Defense,United States
ccgrid,2019,Mihai Capotă,Intel,United States
ccgrid,2019,Nikolas Roman Herbst,University of Würzburg,Germany
ccgrid,2019,Alexandru Calotoiu,TU Darmstadt,Germany
ccgrid,2019,Christian Terboven,RWTH Aachen University,Germany
ccgrid,2019,Swaroop Pophale,Oak Ridge National Laboratory,United States
ccgrid,2019,Andreas Knuepfer,TU Dresden,Germany
ccgrid,2019,Bronis de Supinski,Lawrence Livermore National Laboratory,United States
ccgrid,2019,Abhinav Bhatele,Lawrence Livermore National Laboratory,United States
ccgrid,2019,Karen L. Karavanic,Portland State University,United States
ccgrid,2019,Markus Geimer,Juelich Supercomputing Centre,Germany
ccgrid,2019,Jean-Baptiste Besnard,ParaTools SAS,France
ccgrid,2019,Erwin Laure,KTH/PDC,Sweden
ccgrid,2019,Simon Hammond,Sandia National Laboratories,United States
ccgrid,2019,Nathan Tallent,Pacific Northwest National Laboratory,United States
ccgrid,2019,Didem Unat,University of California San Diego,United States
ccgrid,2019,Sascha Hunold,Vienna University of Technology,Austria
ccgrid,2019,Matei Ripeanu,The University of British Columbia,Canada
ccgrid,2019,Naoya Maruyama,Lawrence Livermore National Laboratory,United States
ccgrid,2019,Bahman Javadi,Western Sydney University,Australia
ccgrid,2019,Wenhong Tian,Uni. of Eletr. Sci. and Tech. of China,China
ccgrid,2019,Yogesh Simmhan,Indian Institute of Science,India
ccgrid,2019,Animesh Trivedi,"Vrije Universiteit, The Netherlands",Netherlands
ccgrid,2019,Michele Weiland,The University of Edinburgh,United Kingdom
ccgrid,2019,Patrizio Dazzi,ISTI-CNR,Italy
ccgrid,2019,Florina M. Ciorba,University of Basel,Switzerland
ccgrid,2019,Murali Emani,Argonne National Laboratory,United States
ccgrid,2019,Dragi Kimovski,Alpen-Adria-Universität Klagenfurt,Austria
ccgrid,2019,Hong-Linh Truong,Vienna University of Technology,Austria
ccgrid,2019,Jan Hidders,Vrije Universiteit Brussel,Belgium
ccgrid,2019,Dan Holmes,The University of Edinburgh,United Kingdom
ccgrid,2019,Siegfried Benkner,University of Vienna,Austria
ccgrid,2019,Jan S Rellermeyer,Delft University of Technology,Netherlands
ccgrid,2019,Marios Fragkoulis,TU Delft,Netherlands
ccgrid,2019,Jingling Xue,The University of New South Wales,Australia
ccgrid,2019,Karl Fuerlinger,Ludwig Maximilian University of Munich,Germany
ccgrid,2019,Stephen Olivier,Sandia National Laboratories,United States
ccgrid,2019,Sriram Krishnamoorthy,Pacific Northwest National Lab,United States
ccgrid,2019,Alexandre Eichenberger,IBM,United States
ccgrid,2019,Costin Iancu,LBNL,United States
ccgrid,2019,Peter Thoman,University of Innsbruck,Austria
ccgrid,2019,Alexandre Denis,INRIA,France
ccgrid,2019,Hari Subramoni,The Ohio State University,United States
ccgrid,2019,Martin Schulz,Technical University of Munich,Germany
ccgrid,2019,Stefan Lankes,RWTH Aachen University,Germany
ccgrid,2019,Philipp Gschwandtner,University of Innsbruck,Austria
ccgrid,2019,Paris Carbone,KTH Royal Institute of Technology,Sweden
ccgrid,2019,Jim Dowling,"1 Swedish Institute of Computer Science, Kista, Sweden",Sweden
ccgrid,2019,Christoph Kessler,Linköping University,Sweden
ccgrid,2019,Christian Engelmann,Oak Ridge National Laboratory,United States
ccgrid,2019,Ron Brightwell,Sandia National Laboratories,United States
ccgrid,2019,Patrick Bridges,University of New Mexico,United States
ccgrid,2019,Raymond Namyst,University of Bordeaux - Inria,France
ccgrid,2019,Jesper Larsson Träff,Vienna University of Technology,Austria
ccgrid,2019,Marcelo Pasin,Université de Neuchâtel,Switzerland
ccgrid,2019,Kamil Iskra,Argonne National Laboratory,United States
ccgrid,2019,Roberto Gioiosa,Oak Ridge National Laboratory,United States
ccgrid,2019,Alexandre Strube,Forschungszentrum Julich GmbH,Germany
ccgrid,2019,Abdulrahman Kaitoua,Politecnico di Milano,Italy
ccgrid,2019,Gabriele Mencagli,University of Pisa,Italy
ccgrid,2019,Luiz F. Bittencourt,University of Campinas,Brazil
ccgrid,2019,Liana Fong,IBM T. J. Watson Research,United States
ccgrid,2019,Anirban Mandal,Renaissance Computing Institute,United States
ccgrid,2019,Claus Pahl,Free University of Bozen-Bolzano,Italy
ccgrid,2019,Ioana Banicescu,Mississippi State University,United States
ccgrid,2019,Kris Bubendorfer,Victoria University of Wellington,New Zealand
ccgrid,2019,Dick Epema,Delft University of Technology,Netherlands
ccgrid,2019,Dimitrios Nikolopoulos,Queen's University of Belfast,United Kingdom
ccgrid,2019,Valentin Cristea,University Politehnica of Bucharest - UPB,Romania
ccgrid,2019,Wei Zheng,Xiamen University,China
ccgrid,2019,Ioannis Konstantinou,National Technical University of Athens,Greece
ccgrid,2019,Uwe Schwiegelshohn,TU Dortmund University,Germany
ccgrid,2019,Maciej Malawski,AGH University of Science and Technology,Poland
ccgrid,2019,Oliver Sinnen,"Parallel & Reconfigurable Computing lab, Dept. of Electrical & Computer Engineering, University of Auckland",New Zealand
ccgrid,2019,Cesar De Rose,PUCRS,Brazil
ccgrid,2019,Denis Trystram,Grenoble Institute of Technology,France
ccgrid,2019,Ivona Brandic,TU Wien,Austria
ccgrid,2019,Henri Casanova,University of Hawaii at Manoa,United States
ccgrid,2019,Radu Prodan,University of Innsbruck,Austria
ccgrid,2019,Alex Delis,University of Athens,Greece
ccgrid,2019,Ivan Rodero,Rutgers University,United States
ccgrid,2019,Joanna Kolodziej,Cracow University of Technology,Poland
ccgrid,2019,Ramin Yahyapour,GWDG - University of Göttingen,Germany
ccgrid,2019,Douglas Thain,University of Notre Dame,United States
ccgrid,2019,Jiwu Shu,Tsinghua University,China
ccgrid,2019,Qingsong Wei,Institute of High Performance Computing,Singapore
ccgrid,2019,Bo Mao,Xiamen University,China
ccgrid,2019,Patrick P. C. Lee,The Chinese University of Hong Kong,Hong Kong
ccgrid,2019,Weikuan Yu,Florida State University,United States
ccgrid,2019,Cao Qiang,Huazhong University of Science and Technology,China
ccgrid,2019,Pedro Garcia Lopez,Universitat Rovira i Virgili,Spain
ccgrid,2019,Weijun Xiao,Virginia Commonwealth University,United States
ccgrid,2019,Yu Hua Huazhong,University of Science and Technology,China
ccgrid,2019,Ming Zhao,Arizona State University,United States
ccgrid,2019,Qing Liu,New Jersey Institute of Technology,United States
ccgrid,2019,Maria S. Perez,Universidad Politécnica de Madrid,Spain
ccgrid,2019,Lei Tian,TINTRI,United States
ccgrid,2019,Yong Chen,Texas Tech University,United States
ccgrid,2019,Song Jiang,"University of Texas, Arlington",United States
ccgrid,2019,Yifeng Zhu,University of Maine,United States
ccgrid,2019,Gala Yadgar,Technion,Israel
ccgrid,2019,Danny Harnik,IBM,United States
ccgrid,2019,Xiaosong Ma,North Carolina State University,United States
ccgrid,2019,Philip Shilane,Dell EMC,United States
ccgrid,2019,Joseph Izraelevitz,University of Rochester,United States
ccgrid,2020,Ferrol Aderholdt,Middle Tennessee State University,United States
ccgrid,2020,Ali Anwar,IBM,United States
ccgrid,2020,Engin Arslan,"University of Nevada, Reno",United States
ccgrid,2020,Marcos Assuncao,"Inria, LIP, ENS Lyon",France
ccgrid,2020,Pavan Balaji,Argonne National Laboratory,United States
ccgrid,2020,Ioana Banicescu,Mississippi State University,United States
ccgrid,2020,Denis Barthou,University of Bordeaux,France
ccgrid,2020,Umesh Bellur,IIT Bombay,India
ccgrid,2020,Vicenç Beltran,Barcelona Supercomputing Center,Spain
ccgrid,2020,Julien Bigot,"CEA, Maison de la Simulation",France
ccgrid,2020,Luiz F. Bittencourt,University of Campinas,Brazil
ccgrid,2020,Antonio Brogi,University of Pisa,Italy
ccgrid,2020,Suren Byna,Lawrence Berkeley National Laboratory,United States
ccgrid,2020,Rodrigo N. Calheiros,Western Sydney University,Australia
ccgrid,2020,Philip Carns,Argonne National Laboratory,United States
ccgrid,2020,Giuliano Casale,Imperial College London,United Kingdom
ccgrid,2020,Mohamad Chaarawi,Intel,United States
ccgrid,2020,Kalyana Chadalavada,Google,United States
ccgrid,2020,Aparna Chandramowlishwaran,"University of California, Irvine",United States
ccgrid,2020,Sunita Chandrasekaran,University of Delaware,United States
ccgrid,2020,Yong Chen,Texas Tech University,United States
ccgrid,2020,Yue Cheng,George Mason University,United States
ccgrid,2020,Lucy Cherkasova,ARM Research,United States
ccgrid,2020,Gregory Chockler,"Royal Holloway, University of London",United Kingdom
ccgrid,2020,Sudheer Chunduri,Argonne National Laboratory,United States
ccgrid,2020,Florina M. Ciorba,University of Basel,Switzerland
ccgrid,2020,Giuseppe Congiu,Argonne National Laboratory,United Kingdom
ccgrid,2020,Helene Coullon,INRIA,France
ccgrid,2020,Dong Dai,UNC Charlotte,United States
ccgrid,2020,Debashis De,West Bengal University of Technology,India
ccgrid,2020,Bronis de Supinski,Lawrence Livermore National Laboratory,United States
ccgrid,2020,Ewa Deelman,USC Information Sciences Institute,United States
ccgrid,2020,Alex Delis,University of Athens,Greece
ccgrid,2020,Travis Desell,Rochester Institute of Technology,United States
ccgrid,2020,Bin Dong,Lawrence Berkeley National Lab,United States
ccgrid,2020,Matthieu Dorier,Argonne National Laboratory,United States
ccgrid,2020,Matthieu Dreher,Argonne National Laboratory,United States
ccgrid,2020,Dick Epema,Delft University of Technology,Netherlands
ccgrid,2020,Thomas Fahringer,University of Innsbruck,Austria
ccgrid,2020,Pedro Garcia Lopez,Universitat Rovira i Virgili,Spain
ccgrid,2020,Balazs Gerofi,The University of Tokyo,Japan
ccgrid,2020,Marco Guazzone,University of Piemonte Orientale,Italy
ccgrid,2020,Tian Guo,Worcester Polytechnic Institute,United States
ccgrid,2020,Yanfei Guo,Argonne National Laboratory,United States
ccgrid,2020,David Guyon,"Inria, IMT-Atlantique",France
ccgrid,2020,Bingsheng He,National University of Singapore,Singapore
ccgrid,2020,Dan Holmes,The University of Edinburgh,United Kingdom
ccgrid,2020,Atsushi Hori,RIKEN AICS,Japan
ccgrid,2020,Sascha Hunold,Vienna University of Technology,Austria
ccgrid,2020,Shadi Ibrahim,"Inria, Rennes Bretagne Atlantique Research Center",France
ccgrid,2020,Neena Imam,Oak Ridge National Lab,United States
ccgrid,2020,Joseph Izraelevitz,University of Rochester,United States
ccgrid,2020,Surabhi Jain,Intel,United States
ccgrid,2020,Jithin Jose,Microsoft,United States
ccgrid,2020,Rubasri Kalidas,Intel,United States
ccgrid,2020,Helen Karatza,Aristotle University of Thessaloniki,Greece
ccgrid,2020,Karen Karavanic,Portland State University,United States
ccgrid,2020,Dimitrios Katramatos,Brookhaven National Laboratory,United States
ccgrid,2020,Attila Kertesz,University of Szeged,Hungary
ccgrid,2020,Rajkumar Kettimuthu,Argonne National Lab and The University of Chicago,United States
ccgrid,2020,In Kee Kim,University of Georgia,United States
ccgrid,2020,Mariam Kiran,Lawrence Berkeley National Lab,United States
ccgrid,2020,Hillel Kolodner,IBM Haifa Research Lab,Israel
ccgrid,2020,Ioannis Konstantinou,National Technical University of Athens,Greece
ccgrid,2020,Anthony Kougkas,Illinois Institute of Technology,United States
ccgrid,2020,Quincey Koziol,Lawrence Berkeley National Laboratory,United States
ccgrid,2020,Diwakar Krishnamurthy,University of Calgary,Canada
ccgrid,2020,Julian Martin Kunkel,University of Reading,United Kingdom
ccgrid,2020,Palden Lama,University of Texas at San Antonio,United States
ccgrid,2020,Thomas Lambert,Université de Bordeaux,France
ccgrid,2020,Young Choon Lee,Macquarie University,Australia
ccgrid,2020,Yao Liu,SUNY Binghamton,United States
ccgrid,2020,Xiaoyi Lu,The Ohio State University,United States
ccgrid,2020,Shikharesh Majumdar,Carleton University,Canada
ccgrid,2020,Anirban Mandal,Renaissance Computing Institute,United States
ccgrid,2020,Zoltan Mann,University Duisburg-Essen,Germany
ccgrid,2020,Naoya Maruyama,Lawrence Livermore National Laboratory,United States
ccgrid,2020,Suzanne McIntosh,"New York University - Courant Institute of Mathematical Sciences, Center for Data Science",United States
ccgrid,2020,Alba Cristina M. A. Melo,University of Brasilia (UnB),Brazil
ccgrid,2020,Gabriele Mencagli,University of Pisa,Italy
ccgrid,2020,Diana Moise,Cray Inc.,Switzerland
ccgrid,2020,Sébastien Monnet,University Savoie Mont Blanc,France
ccgrid,2020,Suku Nair,Southern Methodist University,United States
ccgrid,2020,Marco Netto,IBM,Brazil
ccgrid,2020,Tuan Nguyen Gia,University of Turku,Finland
ccgrid,2020,Dimitrios Nikolopoulos,Virginia Tech,United States
ccgrid,2020,Dan O'Keeffe,Royal Holloway University of London,United Kingdom
ccgrid,2020,Claus Pahl,Free University of Bolzano / Bozen,Italy
ccgrid,2020,George Pallis,University of Cyprus,Cyprus
ccgrid,2020,Stacy Patterson,Rensselaer Polytechnic Institute,United States
ccgrid,2020,Christian Perez,INRIA,France
ccgrid,2020,Maria S. Perez,Universidad Politécnica de Madrid,Spain
ccgrid,2020,Antonio J. Peña,Barcelona Supercomputing Center (BSC),Spain
ccgrid,2020,Guillaume Pierre,IRISA / Université de Rennes 1,France
ccgrid,2020,Jean-Marc Pierson,"University of Toulouse, IRIT",France
ccgrid,2020,Ilia Pietri,University of Athens,Greece
ccgrid,2020,Swaroop Pophale,Oak Ridge National Laboratory,United States
ccgrid,2020,Radu Prodan,University of Klagenfurt,Austria
ccgrid,2020,Chenxi Qiu,Rowan University,United States
ccgrid,2020,Anna Queralt,Barcelona Supercomputing Center,Spain
ccgrid,2020,Ivan Rodero,Rutgers University,United States
ccgrid,2020,Rizos Sakellariou,The University of Manchester,United Kingdom
ccgrid,2020,Nancy Samaan,University of Ottawa,Canada
ccgrid,2020,Uwe Schwiegelshohn,TU Dortmund University,Germany
ccgrid,2020,Satyabrata Sen,Oak Ridge National Laboratory,United States
ccgrid,2020,Bradley Settlemyer,Los Alamos National Laboratory,United States
ccgrid,2020,Sameer Shende,University of Oregon,United States
ccgrid,2020,Xuanhua Shi,Huazhong University of Science and Technology,China
ccgrid,2020,Bruno Silva,IBM,Brazil
ccgrid,2020,Yogesh Simmhan,Indian Institute of Science,India
ccgrid,2020,Oliver Sinnen,University of Auckland,New Zealand
ccgrid,2020,Raül Sirvent,Barcelona Supercomputing Center,Spain
ccgrid,2020,Lauren Smith,US Department of Defense,United States
ccgrid,2020,Jerome Soumagne,The HDF Group,United States
ccgrid,2020,Satish Narayana Srirama,University of Tartu,Estonia
ccgrid,2020,Patricia Stolf,IRIT,France
ccgrid,2020,Francois Taiani,"Univ Rennes, CNRS, Inria, IRISA",France
ccgrid,2020,Domenico Talia,University of Calabria,Italy
ccgrid,2020,Nathan Tallent,Pacific Northwest National Laboratory,United States
ccgrid,2020,Damian Andrew Tamburri,Technical University of Eindhoven,Netherlands
ccgrid,2020,Houjun Tang,Lawrence Berkeley National Laboratory,United States
ccgrid,2020,Osamu Tatebe,University of Tsukuba,Japan
ccgrid,2020,Francois Tessier,ETH,Switzerland
ccgrid,2020,Douglas Thain,University of Notre Dame,United States
ccgrid,2020,Massimo Torquati,University of Pisa,Italy
ccgrid,2020,Denis Trystram,Grenoble Alpes university,France
ccgrid,2020,Dimitrios Tsoumakos,National Technical University of Athens,Greece
ccgrid,2020,Carlos A. Varela,Rensselaer Polytechnic Institute,United States
ccgrid,2020,Blesson Varghese,Queen's University Belfast,United Kingdom
ccgrid,2020,Vladimir Vlassov,Royal Institute of Technology (KTH),Sweden
ccgrid,2020,Lizhe Wang,Chinese Academy of Sciences,China
ccgrid,2020,Yanjie Wei,"Shenzhen Institutes of Advanced Technology, CAS",China
ccgrid,2020,Michele Weiland,The University of Edinburgh,United Kingdom
ccgrid,2020,Mike Wittie,Montana State University,United States
ccgrid,2020,Chase Wu,New Jersey Institute of Technology,United States
ccgrid,2020,Song Wu,Huazhong University of Science and Technology,China
ccgrid,2020,Ramin Yahyapour,GWDG - University of Göttingen,Germany
ccgrid,2020,Orcun Yildiz,Argonne National Laboratory,United States
ccgrid,2020,Weikuan Yu,Florida State University,United States
ccgrid,2020,Mohamed Zahran,New York University,United States
ccgrid,2020,Jidong Zhai,Tsinghua University,China
ccgrid,2020,Mai Zheng,New Mexico State University,United States
ccgrid,2020,Amelie Chi Zhou,Shenzhen University,China
ccgrid,2020,Michelle Zhu,Montclair State University,United States
ccgrid,2020,Xiao Liu,Deakin University,Australia
ccgrid,2020,H B Acharya,Rochester Inst of Tech,United States
ccgrid,2020,Vignesh Adhinarayanan,AMD Research,United States
ccgrid,2020,Ashiq Anjum,University of Derby,United Kingdom
ccgrid,2020,Christos Antonopoulos,University of Thessaly,Greece
ccgrid,2020,Olivier Aumage,INRIA,France
ccgrid,2020,Woongki Baek,UNIST,"Korea, Republic of"
ccgrid,2020,Olivier Barais,Irisa,France
ccgrid,2020,Mutaz Barika,University of Tasmania,Australia
ccgrid,2020,Nikolaos Bellas,University of Thessaly,Greece
ccgrid,2020,Abhinav Bhatele,University of Maryland,United States
ccgrid,2020,Walter Binder,Università Della Svizzera Italiana,Switzerland
ccgrid,2020,Loren Bruns,The University of Melbourne,Australia
ccgrid,2020,Kris Bubendorfer,Victoria University of Wellington,New Zealand
ccgrid,2020,Harold Castro,Universidad de Los Andes,Colombia
ccgrid,2020,Eugenio Cesario,ICAR-CNR,Italy
ccgrid,2020,Jinjun Chen,"University of Technology, Sydney",Australia
ccgrid,2020,Shiping Chen,CSIRO,Australia
ccgrid,2020,Chris Culnane,The University of Melbourne,Australia
ccgrid,2020,Marco Danelutto,University of Pisa,Italy
ccgrid,2020,Silvia Delgado Olabarriaga,ICAR-CNR,Netherlands
ccgrid,2020,Yuri Demchenko,University of Amsterdam,Netherlands
ccgrid,2020,Yuan Dong,The University of Sydney,Australia
ccgrid,2020,Matthew Dosanjh,Sandia National Laboratories,United States
ccgrid,2020,Jonathan Eastep,Intel,United States
ccgrid,2020,Wu-Chun Feng,Virginia Tech,United States
ccgrid,2020,Rong Ge,Clemson University,United States
ccgrid,2020,Dimitrios Georgakopoulos,Swinburne University of Technology,Australia
